codigo_ocupacion,nombre_ocupacion
"5162","Patrullero, policía/carreteras"
"5169","Patrullero, seguridad"
"7122","Pavimentador"
"7123","Pavimentador, terrazos"
"8223","Pavonador, metales"
"3474","Payaso"
"2221","Pediatra"
"5141","Pedicuro"
"7113","Pedrero"
"9120","Pegador de carteles"
"7112","Pegador, canteras"
"7112","Pegador, minas"
"7442","Pegador, palas de calzado"
"3117","Pegador, pozos de petróleo y gas"
"7431","Peinador, fibras textiles"
"5141","Peinadora"
"7411","Pelador, camarones"
"7441","Pelador, cueros y pellejos"
"7441","Pelambrero"
"7434","Peletero"
"7441","Pellejero curtidor"
"5141","Peluquero"
"5141","Peluquero, caballeros"
"5141","Peluquero, señoras"
"5141","Peluquero-barbero"
"2442","Penalista"
"9211","Peón agrícola"
"9211","Peón agrícola, cosechador/algodón"
"9211","Peón agrícola, cosechador/frutas"
"9211","Peón agrícola, cosechador/té"
"9211","Peón agrícola, cultivo extensivo"
"9211","Peón agrícola, hortalizas"
"9211","Peón agrícola, papero"
"9211","Peón agropecuario"
"9211","Peón agropecuario, animales de peletería"
"9211","Peón agropecuario, cría de animales de piel"
"9211","Peón agropecuario, estacional"
"9211","Peón agropecuario, ganado"
"9211","Peón agropecuario, ganado equino"
"9211","Peón agropecuario, gusanos de seda"
"9211","Peón agropecuario, migrante"
"9211","Peón agropecuario, ordeñador/ganado lechero"
"9211","Peón agropecuario, temporero"
"9312","Peón bracero"
"9312","Peón caminero"
"9162","Peón carbonero"
"9312","Peón cavador, fosos"
"9312","Peón cavador, pozos de agua"
"9312","Peón cavador, sepulturas"
"9213","Peón cazador"
"9333","Peón de carga, aviones"
"9333","Peón de carga, buques"
"9333","Peón de carga, buques cisterna/gases"
"9333","Peón de carga, buques cisterna/líquidos"
"9333","Peón de carga, empresas de mudanzas"
"9211","Peón de estancia o hacienda"
"9211","Peón de labranza, arboricultor"
"9132","Peón de limpieza, aeronaves"
"9132","Peón de limpieza, autobuses"
"9132","Peón de limpieza, fábricas"
"9132","Peón de limpieza, hoteles"
"9132","Peón de limpieza, oficinas"
"9132","Peón de limpieza, restaurante"
"9132","Peón de limpieza, tren"
"9312","Peón ferrocarrilero, balasto"
"9212","Peón forestal"
"9162","Peón general"
"9312","Peón palero"
"9213","Peón pesquero"
"9333","Peón portuario"
"9213","Peón trampero"
"9313","Peón, albañilería"
"9321","Peón, armado"
"9311","Peón, canteras"
"9321","Peón, clasificación/botellas"
"9312","Peón, construcción"
"9312","Peón, construcción/carreteras"
"9312","Peón, construcción/diques"
"9313","Peón, demolición"
"9313","Peón, edificios"
"9313","Peón, edificios/mantenimiento"
"9321","Peón, enrollador de bobinas/a mano"
"9321","Peón, enrollador de filamentos/a mano"
"9321","Peón, enrollador de resortes/a mano"
"9322","Peón, industria vinícola"
"9322","Peón, industrias manufactureras"
"9312","Peón, mantenimiento"
"9312","Peón, mantenimiento/carreteras"
"9312","Peón, mantenimiento/diques"
"9311","Peón, minas"
"9321","Peón, operaciones de montaje manual"
"9161","Peón, recolección de desechos"
"9313","Peón, tareas diversas"
"2453","Percusionista"
"7113","Perforador, piedras"
"8113","Perforador, pozos de petróleo y gas"
"7322","Perforador, vidrio"
"2451","Periodista"
"2451","Periodista reportero"
"2451","Periodista, radio"
"2451","Periodista, televisión"
"3212","Perito agrícola"
"2411","Perito contable"
"7411","Pescadero"
"6153","Pescador de altura"
"6153","Pescador de bajura"
"6152","Pescador, agua dulce"
"6153","Pescador, alta mar"
"6152","Pescador, costero"
"6152","Pescador, esponjas"
"6152","Pescador, mariscador"
"6152","Pescador, mejillonero"
"6152","Pescador, ostras perlíferas"
"6153","Pescador, rastra"
"6210","Pescador, subsistencia"
"6153","Pescador, tunero"
"7442","Pespunteador, suelas"
"2114","Petrólogo"
"2453","Pianista"
"8262","Picador, cartones Jacquard"
"7346","Picador, estarcidores/sericigrafía"
"8332","Picador, martillo automático"
"7111","Picador, minas"
"3475","Picador, toros"
"7113","Picapedrero"
"3142","Piloto, aerodeslizador"
"3143","Piloto, aeronave"
"3475","Piloto, carreras/automóviles"
"3142","Piloto, costero"
"3143","Piloto, helicóptero"
"3143","Piloto, hidroavión"
"3142","Piloto, hidroplano"
"3340","Piloto, instructor"
"3143","Piloto, pruebas/aeronáutica"
"3142","Piloto-práctico, navegación"
"9132","Pinche de cocina, excepto doméstico"
"9132","Pinche de cocina, excepto doméstico/preparación y limpieza de"
"7142","Pintor a pistola, metal"
"7141","Pintor de brocha, edificación"
"7141","Pintor pulverizador, edificación"
"2452","Pintor, agua fuerte"
"7324","Pintor, anuncios"
"7142","Pintor, automóviles"
"7324","Pintor, brocha/excepto construcción"
"7141","Pintor, cascos de buques"
"7324","Pintor, cerámica"
"7324","Pintor, cerámica/inmersión"
"7324","Pintor, cerámica/pistola"
"7141","Pintor, coches de viajeros y vagones/ferrocarril"
"7141","Pintor, construcciones"
"7141","Pintor, construcciones metálicas"
"7141","Pintor, decorados/cine"
"7141","Pintor, decorados/teatro"
"7141","Pintor, edificios"
"7141","Pintor, fachadas exteriores/edificación"
"7324","Pintor, inmersión"
"7324","Pintor, letreros"
"7142","Pintor, metal"
"7141","Pintor, minio de plomo"
"2452","Pintor, pintura abstracta"
"2452","Pintor, pintura figurativa"
"7324","Pintor, pistola/excepto construcción"
"7142","Pintor, productos manufacturados"
"7324","Pintor, rótulos"
"7324","Pintor, rótulos/anuncios"
"3471","Pintor, tatuajes"
"7142","Pintor, vehículos"
"7324","Pintor, vidrio"
"7141","Pintor, viviendas"
"7324","Pintor-decorador"
"7141","Pintor-decorador, accesorios interiores de barcos"
"7324","Pintor-decorador, cerámica"
"7141","Pintor-decorador, edificios"
"7141","Pintor-decorador, revestimiento de muros"
"7324","Pintor-decorador, vidrio"
"7422","Pipero"
"2211","Piscicultor"
"6151","Piscicultor"
"6151","Piscicultor, incubador de pescado"
"9133","Planchador, a mano"
"2141","Planificador, tránsito"
"6141","Plantador, árboles/silvicultura"
"8223","Plateador"
"7313","Platero"
"7341","Platinero, compaginación"
"7129","Pocero"
"6112","Podador, árboles frutales"
"6141","Podador, silvicultura"
"6112","Podador-injertador, arbustos"
"3226","Podólogo"
"2451","Poeta"
"5162","Policía, aeropuertos"
"5162","Policía, puertos"
"5162","Policía, vías fluviales"
"2443","Politólogo"
"2213","Pomicultor"
"2460","Poojari"
"7124","Portaventanero"
"9152","Portero"
"9152","Portero, hotel"
"9152","Portero, hotel/vestíbulo de recepción"
"9141","Portero-cuidador"
"9141","Portero-cuidador, establecimiento religioso"
"3142","Práctico, puerto"
"3480","Predicador, seglar"
"1120","Prefecto"
"9112","Prendero"
"7412","Prensador de cacao, fabricación/chocolate"
"8112","Prensador, briquetas de carbón"
"7321","Prensador, cerámica"
"7416","Prensador, cigarros"
"7321","Prensador, prensa galletera/cerámica"
"7416","Prensador, tabaco de mascar"
"7211","Preparador de moldes, banco"
"7321","Preparador de moldes, cerámica"
"7211","Preparador de moldes, fosas"
"7211","Preparador de moldes, suelo y fosas/metal"
"7412","Preparador de pastas, pastelería"
"7341","Preparador de planchas, imprenta Braille"
"7346","Preparador, estarcidores/sericigrafía"
"7411","Preparador, hilo quirúrgico/catgut"
"7411","Preparador, jamones"
"7321","Preparador, moldes"
"7442","Preparador, palas de calzado"
"7411","Preparador, pescado"
"7416","Preparador, picadura de tabaco/pipa"
"7416","Preparador, rapé"
"7442","Preparador, suelas"
"7442","Preparador, suelas de calzado"
"7431","Preparador-lavador, fibras textiles"
"7442","Preparador-montador, palas de calzado"
"3472","Presentador-animador"
"3472","Presentador-animador, espectáculos públicos"
"1110","Presidente de la República"
"1110","Presidente, Cámara de diputados"
"1210","Presidente, empresa"
"1210","Presidente, organización"
"1142","Presidente, organización de empleadores"
"1141","Presidente, partido político"
"1110","Presidente, Senado"
"2422","Presidente, tribunal de justicia"
"4214","Prestamista, dinero"
"4214","Prestamista, prendario"
"3474","Prestidigitador"
"1110","Primer ministro"
"3141","Primer oficial, maquinista/barco"
"2460","Prior"
"7231","Probador, automóviles/reparaciones"
"7433","Probador, trajes a medida"
"7433","Probador, vestidos a medida"
"2429","Procurador"
"6130","Productor, agropecuario"
"1229","Productor, cine"
"6111","Productor, cultivos extensivos"
"6130","Productor, explotación mixta/policultivos y cría"
"6111","Productor, hortalizas/cultivo extensivo"
"1229","Productor, radio"
"6111","Productor, remolacha azucarera"
"6111","Productor, soja"
"1229","Productor, teatro"
"1229","Productor, televisión"
"3475","Profesional, nivel medio/deportes"
"3475","Profesor, ajedrez"
"3475","Profesor, billar"
"3475","Profesor, bridge"
"2320","Profesor, enseñanza secundaria"
"2320","Profesor, enseñanza secundaria/agricultura"
"2320","Profesor, enseñanza secundaria/albañilería"
"2320","Profesor, enseñanza secundaria/alfabetización de adultos"
"2320","Profesor, enseñanza secundaria/arqueología"
"2320","Profesor, enseñanza secundaria/arte dramático"
"2320","Profesor, enseñanza secundaria/artes gráficas"
"2320","Profesor, enseñanza secundaria/artesanía"
"2320","Profesor, enseñanza secundaria/baile"
"2320","Profesor, enseñanza secundaria/bellas artes"
"2320","Profesor, enseñanza secundaria/biología"
"2320","Profesor, enseñanza secundaria/botánica"
"2320","Profesor, enseñanza secundaria/ciencias naturales"
"2320","Profesor, enseñanza secundaria/comercio y secretariado"
"2320","Profesor, enseñanza secundaria/dibujo técnico"
"2320","Profesor, enseñanza secundaria/ebanistería"
"2320","Profesor, enseñanza secundaria/economía doméstica"
"2320","Profesor, enseñanza secundaria/edificación con piedra"
"2320","Profesor, enseñanza secundaria/educación física"
"2320","Profesor, enseñanza secundaria/enfermería básica"
"2320","Profesor, enseñanza secundaria/enseñanza técnica"
"2320","Profesor, enseñanza secundaria/enseñanzas del hogar"
"2320","Profesor, enseñanza secundaria/escultura"
"2320","Profesor, enseñanza secundaria/estudios sociales"
"2320","Profesor, enseñanza secundaria/filología"
"2320","Profesor, enseñanza secundaria/filosofía"
"2320","Profesor, enseñanza secundaria/física"
"2320","Profesor, enseñanza secundaria/fontanería"
"2320","Profesor, enseñanza secundaria/formación profesional"
"2320","Profesor, enseñanza secundaria/fotografía"
"2320","Profesor, enseñanza secundaria/geografía"
"2320","Profesor, enseñanza secundaria/geología"
"2320","Profesor, enseñanza secundaria/historia"
"2320","Profesor, enseñanza secundaria/historia del arte"
"2320","Profesor, enseñanza secundaria/instrucción cívica"
"2320","Profesor, enseñanza secundaria/labra (metales)"
"2320","Profesor, enseñanza secundaria/lengua y literatura"
"2320","Profesor, enseñanza secundaria/lingüística"
"2320","Profesor, enseñanza secundaria/literatura"
"2320","Profesor, enseñanza secundaria/matemáticas"
"2320","Profesor, enseñanza secundaria/mecánica"
"2320","Profesor, enseñanza secundaria/mecanografía"
"2320","Profesor, enseñanza secundaria/música"
"2320","Profesor, enseñanza secundaria/pedagogía"
"2320","Profesor, enseñanza secundaria/programación de computadoras"
"2320","Profesor, enseñanza secundaria/química"
"2320","Profesor, enseñanza secundaria/religión"
"2320","Profesor, enseñanza secundaria/secretariado"
"2320","Profesor, enseñanza secundaria/sociología"
"2320","Profesor, enseñanza secundaria/talla (madera)"
"2320","Profesor, enseñanza secundaria/taquigrafía"
"2320","Profesor, enseñanza secundaria/técnica"
"2320","Profesor, enseñanza secundaria/tecnológica"
"2320","Profesor, enseñanza secundaria/teología"
"2320","Profesor, enseñanza secundaria/zoología"
"2310","Profesor, enseñanza superior"
"2310","Profesor, enseñanza superior/administración pública"
"2310","Profesor, enseñanza superior/agricultura"
"2310","Profesor, enseñanza superior/agronomía"
"2310","Profesor, enseñanza superior/anatomía"
"2310","Profesor, enseñanza superior/antropología"
"2310","Profesor, enseñanza superior/arqueología"
"2310","Profesor, enseñanza superior/arquitectura"
"2310","Profesor, enseñanza superior/arte dramático"
"2310","Profesor, enseñanza superior/artes industriales"
"2310","Profesor, enseñanza superior/astronomía"
"2310","Profesor, enseñanza superior/bacteriología"
"2310","Profesor, enseñanza superior/bellas artes"
"2310","Profesor, enseñanza superior/biblioteconomía"
"2310","Profesor, enseñanza superior/biología"
"2310","Profesor, enseñanza superior/bioquímica"
"2310","Profesor, enseñanza superior/botánica"
"2310","Profesor, enseñanza superior/ciencias biológicas"
"2310","Profesor, enseñanza superior/ciencias económicas"
"2310","Profesor, enseñanza superior/ciencias físicas y químicas"
"2310","Profesor, enseñanza superior/ciencias forenses"
"2310","Profesor, enseñanza superior/ciencias médicas"
"2310","Profesor, enseñanza superior/ciencias militares"
"2310","Profesor, enseñanza superior/ciencias políticas"
"2310","Profesor, enseñanza superior/ciencias sociales"
"2310","Profesor, enseñanza superior/ciencias técnicas"
"2310","Profesor, enseñanza superior/ciencias técnicas (electricidad)"
"2310","Profesor, enseñanza superior/ciencias técnicas (electrónica)"
"2310","Profesor, enseñanza superior/ciencias técnicas (ingeniería civil)"
"2310","Profesor, enseñanza superior/ciencias técnicas (química)"
"2310","Profesor, enseñanza superior/ciencias técnicas (tecnología"
"2310","Profesor, enseñanza superior/ciencias técnicas (tecnología)"
"2310","Profesor, enseñanza superior/ciencias técnicas"
"2310","Profesor, enseñanza superior/comercialización"
"2310","Profesor, enseñanza superior/conservatorio"
"2310","Profesor, enseñanza superior/contabilidad"
"2310","Profesor, enseñanza superior/cría de ganado"
"2310","Profesor, enseñanza superior/demografía"
"2310","Profesor, enseñanza superior/derecho"
"2310","Profesor, enseñanza superior/desarrollo comunitario"
"2310","Profesor, enseñanza superior/desarrollo forestal"
"2310","Profesor, enseñanza superior/dibujo industrial"
"2310","Profesor, enseñanza superior/dietética"
"2310","Profesor, enseñanza superior/dirección de asociaciones juveniles"
"2310","Profesor, enseñanza superior/economía"
"2310","Profesor, enseñanza superior/economía doméstica"
"2310","Profesor, enseñanza superior/economía y comercio"
"2310","Profesor, enseñanza superior/elaboración de alimentos"
"2310","Profesor, enseñanza superior/enfermería"
"2310","Profesor, enseñanza superior/entomología"
"2310","Profesor, enseñanza superior/ergoterapia"
"2310","Profesor, enseñanza superior/escultura"
"2310","Profesor, enseñanza superior/estadística"
"2310","Profesor, enseñanza superior/estudios comerciales"
"2310","Profesor, enseñanza superior/estudios internacionales"
"2310","Profesor, enseñanza superior/farmacia"
"2310","Profesor, enseñanza superior/farmacología"
"2310","Profesor, enseñanza superior/filología"
"2310","Profesor, enseñanza superior/filosofía"
"2310","Profesor, enseñanza superior/física"
"2310","Profesor, enseñanza superior/fisioterapia"
"2310","Profesor, enseñanza superior/geodesia"
"2310","Profesor, enseñanza superior/geofísica"
"2310","Profesor, enseñanza superior/geografía"
"2310","Profesor, enseñanza superior/geología"
"2310","Profesor, enseñanza superior/gestión"
"2310","Profesor, enseñanza superior/historia"
"2310","Profesor, enseñanza superior/historia del arte"
"2310","Profesor, enseñanza superior/horticultura"
"2310","Profesor, enseñanza superior/idiomas y lingüística"
"2310","Profesor, enseñanza superior/informática"
"2310","Profesor, enseñanza superior/ingeniería y arquitectura"
"2310","Profesor, enseñanza superior/lenguas y literatura"
"2310","Profesor, enseñanza superior/letras"
"2310","Profesor, enseñanza superior/lingüística"
"2310","Profesor, enseñanza superior/literatura"
"2310","Profesor, enseñanza superior/matemáticas"
"2310","Profesor, enseñanza superior/medicina forense"
"2310","Profesor, enseñanza superior/medicina veterinaria"
"2310","Profesor, enseñanza superior/metalurgia"
"2310","Profesor, enseñanza superior/meteorología"
"2310","Profesor, enseñanza superior/métodos de venta"
"2310","Profesor, enseñanza superior/mineralogía"
"2310","Profesor, enseñanza superior/minería"
"2310","Profesor, enseñanza superior/música"
"2310","Profesor, enseñanza superior/navegación aérea"
"2310","Profesor, enseñanza superior/navegación marítima"
"2310","Profesor, enseñanza superior/numismática"
"2310","Profesor, enseñanza superior/observación meteorológica"
"2310","Profesor, enseñanza superior/obstetricia"
"2310","Profesor, enseñanza superior/odontología"
"2310","Profesor, enseñanza superior/optometría"
"2310","Profesor, enseñanza superior/organización comercial"
"2310","Profesor, enseñanza superior/osteopatía"
"2310","Profesor, enseñanza superior/paleografía"
"2310","Profesor, enseñanza superior/patología"
"2310","Profesor, enseñanza superior/pedagogía"
"2310","Profesor, enseñanza superior/periodismo"
"2310","Profesor, enseñanza superior/pesca"
"2310","Profesor, enseñanza superior/pintura artística"
"2310","Profesor, enseñanza superior/planificación familiar"
"2310","Profesor, enseñanza superior/planificación industrial"
"2310","Profesor, enseñanza superior/prehistoria"
"2310","Profesor, enseñanza superior/programación de computadoras"
"2310","Profesor, enseñanza superior/psicología"
"2310","Profesor, enseñanza superior/publicidad e información pública"
"2310","Profesor, enseñanza superior/química"
"2310","Profesor, enseñanza superior/quiropráctica"
"2310","Profesor, enseñanza superior/radiología"
"2310","Profesor, enseñanza superior/religión"
"2310","Profesor, enseñanza superior/salud pública"
"2310","Profesor, enseñanza superior/servicios de telecomunicaciones"
"2310","Profesor, enseñanza superior/servicios de transporte"
"2310","Profesor, enseñanza superior/servicios sociales"
"2310","Profesor, enseñanza superior/silvicultura"
"2310","Profesor, enseñanza superior/sindicalismo"
"2310","Profesor, enseñanza superior/sociología"
"2310","Profesor, enseñanza superior/tecnología (industria)"
"2310","Profesor, enseñanza superior/tecnología de la construcción"
"2310","Profesor, enseñanza superior/tecnología de la construcción"
"2310","Profesor, enseñanza superior/teología"
"2310","Profesor, enseñanza superior/terapéutica paramédica"
"2310","Profesor, enseñanza superior/tratamientos médicos"
"2310","Profesor, enseñanza superior/zoología"
"2310","Profesor, universidad"
"2132","Programador, banco de datos"
"2132","Programador, informática"
"3121","Programador, informática"
"3121","Programador, informática/análisis de base de datos"
"3121","Programador, informática/análisis de sistemas"
"2132","Programador, programación técnica"
"2132","Programador, transmisiones"
"3429","Promotor, deportes"
"7311","Protesista, ortopedia"
"2445","Psicólogo"
"2445","Psicólogo clínico"
"2445","Psicólogo, experimentos"
"2445","Psicólogo, industria"
"2445","Psicólogo, ocupaciones"
"2445","Psicólogo, pedagogía"
"2445","Psicólogo, problemas sociales"
"2445","Psicólogo, trabajo"
"2221","Psiquiatra"
"2419","Publicista, responsable de campaña publicitaria"
"2221","Puericultor"
"8131","Pulidor, cristales"
"7322","Pulidor, cristales/óptica"
"7313","Pulidor, diamantes industriales"
"7113","Pulidor, granito"
"7113","Pulidor, mármol"
"7224","Pulidor, metales"
"7224","Pulidor, metales/acabado especular"
"7224","Pulidor, metales/arena"
"7224","Pulidor, metales/esmeril"
"7113","Pulidor, piedra"
"7324","Pulidor, piezas de cerámica dorada"
"7113","Pulidor, pizarra"
"7322","Pulidor, vidrio"
"7323","Pulidor, vidrio y cristal/baño de ácido"
"8223","Pulverizador, metal/pistola"
"8152","Pulverizador-deshidratador/tratamientos químicos y similares"
"7411","Puntillero, mataderos"
"7416","Purero"
"7413","Quesero"
"2113","Químico"
"2113","Químico analista"
"2113","Químico, abonos"
"2113","Químico, caucho"
"2113","Químico, colorantes"
"2113","Químico, control de calidad"
"2113","Químico, corrosión"
"2113","Químico, cristalografía"
"2113","Químico, cueros y pieles"
"2113","Químico, detergentes"
"2113","Químico, electroquímica"
"2113","Químico, farmacia"
"2113","Químico, farmacia/industria"
"2113","Químico, física"
"2113","Químico, industria del vidrio"
"2113","Químico, industria metalúrgica"
"2113","Químico, perfumería"
"2113","Químico, petroquímica"
"2113","Químico, pinturas"
"2113","Químico, plásticos"
"2113","Químico, polímeros"
"2113","Químico, productos alimenticios"
"2113","Químico, química analítica"
"2113","Químico, química inorgánica"
"2113","Químico, química mineral"
"2113","Químico, química nuclear"
"2113","Químico, química orgánica"
"2113","Químico, textiles"
"2113","Químico, tinturas"
"9112","Quincallero"
"4213","Quinielista"
"5152","Quiromántico"
"3226","Quiropodista"
"3226","Quiropráctico"
"9133","Quitamanchas, a mano"
"2460","Rabino"
"2111","Radioastrónomo"
"2221","Radiólogo"
"3132","Radionavegante"
"3132","Radiotelegrafista"
"3132","Radiotelegrafista, navegación marítima"
"6121","Ranchero"
"7442","Raspador, palas de zapato"
"7431","Rastrillador, lino"
"9213","Rastrillador, playa"
"7441","Rasurador, pieles"
"2455","Realizador, radiodifusión o televisión"
"7442","Rebajador, acabado del calzado"
"7441","Rebanador, cueros"
"8223","Rebarbador"
"9120","Recadero"
"7313","Recalcador, metales preciosos"
"3442","Recaudador, impuestos"
"4222","Recepcionista"
"4222","Recepcionista, dentista"
"4222","Recepcionista, hospital"
"4222","Recepcionista, hotel"
"4222","Recepcionista, médico"
"5149","Recepcionista-acompañante, cabaret"
"5149","Recepcionista-acompañante, club"
"4213","Recibidor, apuestas"
"4213","Recibidor, apuestas mutuas"
"2455","Recitador, excepto radio o televisión"
"2455","Recitador, radio o televisión"
"8123","Recocedor"
"9161","Recogedor, basuras"
"9211","Recolector de frutos"
"9213","Recolector, algas marinas"
"9153","Recolector, billetes/torniquete"
"9153","Recolector, dinero/aparatos de distribución"
"9213","Recolector, moluscos"
"9153","Recolector, monedas/aparatos de venta automática"
"9153","Recolector, vales/aparatos de venta automática"
"4143","Recopilador de datos"
"7345","Recortador, encuadernación"
"8211","Rectificador de precisión"
"7224","Rectificador, herramientas"
"7224","Rectificador, máquinas cardadoras/textiles"
"7224","Rectificador, máquinas herramientas"
"7224","Rectificador, metales"
"1229","Rector, escuela superior"
"1210","Rector, universidad"
"2451","Redactor"
"2451","Redactor jefe, diarios"
"2451","Redactor jefe, finanzas"
"2451","Redactor jefe, guiones/radio y televisión"
"2451","Redactor jefe, revistas"
"2429","Redactor parlamentario"
"2451","Redactor, artículos de fondo"
"2451","Redactor, información pública"
"2451","Redactor, modas"
"3432","Redactor, pólizas/seguros"
"2451","Redactor, prensa"
"2451","Redactor, prensa/extranjero"
"2451","Redactor, publicidad"
"2451","Redactor, revistas"
"2451","Redactor, técnico"
"2451","Redactor, técnico/manuales"
"7432","Redero"
"7412","Refinador, elaboración/chocolate"
"7416","Refrescador, tabaco"
"2455","Regente, escena"
"1229","Regidor, teatro"
"7423","Regulador de máquina, labra/madera"
"7312","Regulador, instrumentos musicales/tonalidad"
"7435","Regulador, máquina de tejer"
"7223","Regulador, máquinas herramientas"
"7223","Regulador, máquinas herramientas/metalurgia"
"7432","Regulador, telar/Jacquard"
"7432","Regulador, telar/telas"
"7223","Regulador, torno automático"
"7223","Regulador, torno revólver"
"7223","Regulador-operador, cepilladora"
"7423","Regulador-operador, cepilladora/labra (madera)"
"7423","Regulador-operador, ensambladora/labra (madera)"
"7423","Regulador-operador, ensamblaje a espiga/labra (madera)"
"7223","Regulador-operador, escopleadora de metales"
"7223","Regulador-operador, esmeriladora"
"7223","Regulador-operador, fresadora"
"7223","Regulador-operador, fresadora/estampas"
"7423","Regulador-operador, fresadora/labra (madera)"
"7223","Regulador-operador, lapidadora"
"7223","Regulador-operador, mandriladora"
"7223","Regulador-operador, mandriladora/vertical"
"7223","Regulador-operador, máquina cortadora"
"7223","Regulador-operador, máquina de mecanismo de control numérico"
"7223","Regulador-operador, máquina de tallar/engranajes"
"7223","Regulador-operador, máquina extrusora"
"7423","Regulador-operador, máquina/labra (madera)"
"7223","Regulador-operador, máquinas herramientas"
"7423","Regulador-operador, molduradora/labra (madera)"
"7223","Regulador-operador, mortajadora"
"7223","Regulador-operador, ranuradora"
"7423","Regulador-operador, ranuradora/labra (madera)"
"7223","Regulador-operador, rectificadora"
"7223","Regulador-operador, rectificadora-bruñidora/cilindros"
"7223","Regulador-operador, rectificadora/metalurgia"
"7223","Regulador-operador, rectificadora/precisión"
"7423","Regulador-operador, sierra caladora"
"7423","Regulador-operador, sierra mecánica/precisión"
"7223","Regulador-operador, taladradora"
"7223","Regulador-operador, taladradora múltiple"
"7223","Regulador-operador, taladradora vertical"
"7223","Regulador-operador, taladradora/brazo radial"
"7423","Regulador-operador, taladradora/labra (madera)"
"7223","Regulador-operador, torno"
"7423","Regulador-operador, torno automático/labra (madera)"
"7223","Regulador-operador, torno de embutir"
"7223","Regulador-operador, torno de roscar"
"7223","Regulador-operador, torno revólver"
"7423","Regulador-operador, torno/labra (madera)"
"7423","Regulador-operador, torno/madera"
"3475","Rejoneador"
"7122","Rejuntador, mampostería"
"3431","Relator, administrativo/actas"
"3431","Relator, tribunales"
"7311","Relojero"
"7311","Relojero, reparaciones"
"7214","Remachador"
"7214","Remachador, martillo neumático"
"3417","Rematador"
"7442","Rematador, calzado"
"7432","Remendador, tejidos"
"7442","Remendón"
"2111","Reólogo"
"7243","Reparador, aparatos de grabación y transmisión/sonido e imagen"
"7241","Reparador, aparatos eléctricos"
"7241","Reparador, aparatos electrodomésticos"
"7243","Reparador, aparatos electrónicos"
"7311","Reparador, aparatos ortopédicos"
"7231","Reparador, bicicletas"
"7311","Reparador, cámaras fotográficas"
"7129","Reparador, chimeneas"
"7244","Reparador, instalaciones telefónicas"
"7244","Reparador, instalaciones telegráficas"
"7312","Reparador, instrumentos musicales/cuerdas"
"7312","Reparador, instrumentos musicales/percusión"
"7312","Reparador, instrumentos musicales/viento"
"7311","Reparador, instrumentos/científicos"
"7311","Reparador, instrumentos/cirugía"
"7311","Reparador, instrumentos/odontología"
"7311","Reparador, instrumentos/óptica"
"7311","Reparador, instrumentos/precisión"
"7233","Reparador, máquinas"
"7311","Reparador, prótesis dentales"
"7243","Reparador, receptores de radio y televisión"
"7224","Reparador, sierras"
"9151","Repartidor"
"8161","Repartidor de cargas, energía eléctrica"
"9151","Repartidor, diarios"
"9151","Repartidor, periódicos"
"7214","Replanteador, estructuras metálicas"
"2451","Reportero"
"3131","Reportero gráfico"
"2451","Reportero, moda"
"2451","Reportero, prensa"
"7412","Repostero"
"5122","Repostero, restaurantes"
"3429","Representante, servicios a las empresas"
"3429","Representante, servicios a las empresas/espacios publicitarios"
"3415","Representante, ventas/comercio"
"3415","Representante, ventas/industria manufacturera"
"3415","Representante, ventas/técnico"
"7442","Repujador, cueros"
"7345","Repujador, encuadernación"
"7313","Repujador-tornero, orfebrería"
"6112","Resinero"
"1315","Restaurador"
"2452","Restaurador, cuadros"
"2452","Restaurador, obras de arte"
"7324","Retocador, cerámica decorativa"
"7324","Retocador, decorado de cerámica"
"7343","Retocador, negativos/fotograbado (imprenta)"
"7343","Retocador, planchas de impresión/imprenta"
"2452","Retratista"
"7344","Revelador, fotografías/blanco y negro"
"7344","Revelador, fotografías/color"
"7344","Revelador, negativos/blanco y negro (fotografía)"
"7344","Revelador, negativos/color (fotografía)"
"7344","Revelador, película fotográfica/blanco y negro"
"7344","Revelador, película fotográfica/color"
"7344","Revelador, película radiográfica"
"7344","Revelador, placas fotográficas"
"8223","Revestidor, baño caliente"
"7129","Revestidor, pozos"
"5112","Revisor, aerodeslizador"
"3152","Revisor, tejidos"
"3152","Revisor, telas"
"5112","Revisor, transbordador"
"5112","Revisor, tren"
"5112","Revisor, tren/coche-cama"
"3152","Revisor-inspector, calidad"
"3152","Revisor-probador, máquinas"
"7133","Revocador"
"7416","Rezagador, capa/cigarros"
"7416","Rezagador, fermentación/tabaco"
"9112","Ropavejero"
"7111","Sacamuestras"
"2460","Sacerdote"
"2460","Sacerdote budista"
"9141","Sacristán"
"7411","Salador, carne"
"7411","Salador, jamón"
"7411","Salador, pescado"
"8272","Salador, queso"
"7411","Salazonero"
"7411","Salchichero"
"6112","Sangrador, árboles/excepto hévea"
"6112","Sangrador, caucho"
"6112","Sangrador, jarabe de arce"
"7433","Sastre"
"7433","Sastre, a medida"
"7433","Sastre, confección"
"7433","Sastre, teatro"
"2453","Saxofonista"
"6141","Secador, corcho"
"7421","Secador, madera"
"7416","Secador, rapé"
"8152","Secador, tratamientos químicos y similares"
"4115","Secretaria"
"4115","Secretario"
"3439","Secretario administrativo, administración no gubernamental"
"3439","Secretario administrativo, administración pública"
"3439","Secretario administrativo, comisión"
"3431","Secretario administrativo, nivel medio"
"3439","Secretario administrativo, servicio consular"
"3431","Secretario de dirección, nivel medio"
